2.3005,0.5427
0.5335,0.1628
1.0835,0.8722
1.8065,-0.9597
2.12,-0.1401
0.579,0.2226
0.6355,0.3081
0.5715,0.2137
1.502,-0.1134
0.418,0.0398
1.701,-0.8057
2.4825,0.5893
0.363,0.0006
0.9415,0.7884
0.5495,0.1823
1.1305,0.8555
0.0975,-0.034
0.269,-0.0381
1.9445,-0.8082
0.309,-0.0257
2.496,0.5626
1.7695,-0.931
2.209,0.2445
0.5535,0.1875
0.701,0.4143
0.365,0.0021
1.814,-0.961
1.461,0.0482
2.185,0.147
2.1165,-0.1557
0.0055,0.0000
2.288,0.5111
1.271,0.6587
2.0895,-0.2771
1.458,0.0596
0.8355,0.6404
1.174,0.8207
0.502,0.1245
2.463,0.6217
0.6115,0.2703
0.5795,0.2244
2.152,0.0032
1.644,-0.6432
1.2735,0.6521
2.253,0.4065
1.629,-0.5949
0.2085,-0.0477
2.355,0.6395
1.179,0.8144
1.8045,-0.9583
