1.045,1.8663
1.872,-0.0277
0.1345,-0.2038
0.5825,0.9631
2.4825,1.5725
2.368,1.6313
2.3245,1.5417
1.2285,1.7317
0.977,1.8226
0.7875,1.4987
0.8415,1.6153
1.436,1.1361
1.188,1.794
2.216,1.138
2.415,1.6617
1.9335,0.0419
1.079,1.8695
2.121,0.692
1.1285,1.8523
0.088,-0.3023
2.3985,1.6596
0.9345,1.7723
0.5405,0.8445
0.5065,0.7474
0.696,1.274
1.924,0.0265
0.3435,0.3019
1.417,1.207
2.369,1.633
2.3355,1.5694
0.048,-0.3829
1.8315,-0.0303
1.237,1.714
0.324,0.2507
2.2025,1.0765
1.992,0.1816
2.1525,0.8417
0.1645,-0.1376
0.139,-0.1932
2.0945,0.5716
1.641,0.3624
0.741,1.3875
0.258,0.0829
1.795,-0.0024
0.569,0.9239
2.321,1.5338
1.335,1.4769
0.501,0.7317
1.349,1.4339
1.6075,0.4802
