1.045,1.8663
1.872,-0.0277
0.1345,-0.2038
0.5825,0.9631
2.4825,1.5725
2.368,1.6313
2.3245,1.5417
1.2285,1.7317
0.977,1.8226
0.7875,1.4987
0.8415,1.6153
1.436,1.1361
1.188,1.794
2.216,1.138
2.415,1.6617
1.9335,0.0419
1.079,1.8695
2.121,0.692
1.1285,1.8523
0.088,-0.3023
2.3985,1.6596
0.9345,1.7723
0.5405,0.8445
0.5065,0.7474
0.696,1.274
1.924,0.0265
0.3435,0.3019
1.417,1.207
2.369,1.633
2.3355,1.5694
0.048,-0.3829
1.8315,-0.0303
1.237,1.714
0.324,0.2507
2.2025,1.0765
1.992,0.1816
2.1525,0.8417
0.1645,-0.1376
0.139,-0.1932
2.0945,0.5716
1.641,0.3624
0.741,1.3875
0.258,0.0829
1.795,-0.0024
0.569,0.9239
2.321,1.5338
1.335,1.4769
0.501,0.7317
1.349,1.4339
1.6075,0.4802
0.8675,1.6653
0.936,1.7757
2.1715,0.9307
0.075,-0.3301
0.946,1.7869
0.9955,1.8384
0.7705,1.4602
0.5865,0.973
1.162,1.8252
1.3735,1.3567
0.218,-0.0137
2.288,1.4302
1.042,1.8654
1.48,0.9703
1.753,0.0609
1.2915,1.5946
2.0165,0.2604
1.1325,1.8508
2.1385,0.7754
2.13,0.7354
1.419,1.1991
0.533,0.8224
0.5515,0.8753
0.0035,-0.4693
1.016,1.8523
1.0245,1.8584
0.004,-0.4697
1.2985,1.5775
0.0685,-0.3429
1.628,0.4061
0.795,1.5158
2.392,1.6553
0.426,0.5235
1.364,1.3868
0.995,1.8386
1.738,0.0897
1.148,1.8381
2.3515,1.6028
1.4585,1.0518
0.2315,0.0185
0.162,-0.1421
1.1905,1.7914
0.3715,0.3757
2.358,1.615
0.4475,0.5838
1.124,1.8561
2.3285,1.5537
0.621,1.0703
0.7555,1.4234
2.4835,1.5704
1.94,0.0532
0.7525,1.4159
0.858,1.6479
1.4155,1.212
1.974,0.1309
0.204,-0.047
1.326,1.5015
1.885,-0.0215
1.024,1.8582
2.418,1.6611
0.3425,0.2977
0.967,1.8123
0.714,1.3201
1.885,-0.0214
0.0465,-0.3861
2.4145,1.6612
2.4305,1.6559
2.473,1.5953
2.404,1.6616
1.0085,1.8473
1.0875,1.8695
1.55,0.6973
2.116,0.6687
0.191,-0.0772
0.922,1.7564
2.376,1.6403
1.5525,0.6875
0.4775,0.666
0.821,1.5737
2.2855,1.4215
0.224,0.0006
1.1505,1.8366
1.6815,0.2344
1.6445,0.3504
1.276,1.6323
0.2365,0.0319
0.798,1.5231
1.095,1.8665
0.023,-0.4333
0.263,0.0954
0.7845,1.493
2.074,0.4816
2.008,0.2324
2.295,1.4554
0.5265,0.8055
0.62,1.0683
0.5955,0.9988
0.755,1.4235
0.6655,1.1919
1.9565,0.0885
1.596,0.5227
1.5245,0.7965
1.1105,1.8628
0.8585,1.6483
2.422,1.6594
0.8245,1.5814
0.588,0.9784
0.2995,0.1874
0.772,1.4629
2.38,1.6457
0.7155,1.3242
0.8815,1.69
0.351,0.3212
0.3625,0.3512
2.1125,0.6534
1.044,1.8655
1.1185,1.8573
0.6175,1.0602
0.039,-0.4018
0.5555,0.8867
1.5685,0.6253
0.17,-0.1243
2.0665,0.4509
2.285,1.4203
0.5405,0.8447
0.013,-0.4523
0.2795,0.1367
2.2575,1.3168
1.064,1.869
1.1775,1.8079
0.511,0.7607
0.488,0.696
1.2315,1.726
1.582,0.575
1.105,1.8633
0.097,-0.2836
2.1025,0.6067
1.164,1.8229
1.2125,1.7577
2.209,1.1067
0.143,-0.185
0.296,0.1782
1.12,1.8564
1.6315,0.395
1.691,0.2062
1.475,0.9902
2.1075,0.6301
0.814,1.5589
1.955,0.0861
1.8035,-0.0109
