1.045,0.8666
1.872,-0.9382
0.1345,-0.043
0.5825,0.2288
2.4825,0.5888
2.368,0.6527
2.3245,0.5931
1.2285,0.7441
0.977,0.8243
0.7875,0.5605
0.8415,0.6491
1.436,0.1438
1.188,0.8038
2.216,0.2713
2.415,0.6636
1.9335,-0.8347
1.079,0.8713
2.121,-0.1364
1.1285,0.8576
0.088,-0.0314
2.3985,0.6662
0.9345,0.779
0.5405,0.1714
0.5065,0.1284
0.696,0.4071
1.924,-0.8553
0.3435,-0.0094
1.417,0.2162
2.369,0.6538
2.3355,0.6125
0.048,-0.0171
1.8315,-0.9627
1.237,0.7268
0.324,-0.0192
2.2025,0.218
1.992,-0.6669
2.1525,0.0058
0.1645,-0.0475
0.139,-0.0431
2.0945,-0.2546
1.641,-0.6335
0.741,0.4816
0.258,-0.0423
1.795,-0.9528
0.569,0.2086
2.321,0.5879
1.335,0.4907
0.501,0.1219
1.349,0.4472
1.6075,-0.5188
0.8675,0.689
0.936,0.7822
2.1715,0.0876
0.075,-0.0283
0.946,0.7919
0.9955,0.8389
0.7705,0.5329
0.5865,0.2332
1.162,0.8331
1.3735,0.3689
0.218,-0.0479
2.288,0.5104
1.042,0.8656
1.48,-0.0255
1.753,-0.9072
1.2915,0.6089
2.0165,-0.5789
1.1325,0.8563
2.1385,-0.0566
2.13,-0.0946
1.419,0.2083
0.533,0.1609
0.5515,0.1856
0.0035,0.0019
1.016,0.8523
1.0245,0.8584
0.004,0.0003
1.2985,0.5919
0.0685,-0.0258
1.628,-0.5913
0.795,0.5731
2.392,0.6644
0.426,0.0474
1.364,0.3994
0.995,0.8392
1.738,-0.8838
1.148,0.8449
2.3515,0.6346
1.4585,0.0578
0.2315,-0.0466
0.162,-0.0461
1.1905,0.8015
0.3715,0.0067
2.358,0.6425
0.4475,0.0676
1.124,0.8609
2.3285,0.602
0.621,0.2856
0.7555,0.5066
2.4835,0.5874
1.94,-0.82
0.7525,0.5013
0.858,0.675
1.4155,0.2214
1.974,-0.7255
0.204,-0.049
1.326,0.5155
1.885,-0.9248
1.024,0.8582
2.418,0.6624
0.3425,-0.0114
0.967,0.8148
0.714,0.4367
1.885,-0.9247
0.0465,-0.0167
2.4145,0.6632
2.4305,0.656
2.473,0.6057
2.404,0.6664
1.0085,0.8475
1.0875,0.8717
1.55,-0.3024
2.116,-0.159
0.191,-0.049
0.922,0.7654
2.376,0.6571
1.5525,-0.3123
0.4775,0.0962
0.821,0.6169
2.2855,0.5038
0.224,-0.0473
1.1505,0.8435
1.6815,-0.7548
1.6445,-0.6451
1.276,0.6464
0.2365,-0.0446
0.798,0.5786
1.095,0.8693
0.023,-0.0082
0.263,-0.041
0.7845,0.5566
2.074,-0.3452
2.008,-0.6099
2.295,0.53
0.5265,0.1542
0.62,0.2848
0.5955,0.2468
0.755,0.5071
0.6655,0.3558
1.9565,-0.7763
1.596,-0.4769
1.5245,-0.2022
1.1105,0.8666
0.8585,0.6752
2.422,0.6602
0.8245,0.6229
0.588,0.2366
0.2995,-0.0297
0.772,0.5346
2.38,0.6605
0.7155,0.4395
0.8815,0.7092
0.351,-0.0057
0.3625,0.0006
2.1125,-0.1739
1.044,0.8658
1.1185,0.8618
0.6175,0.2798
0.039,-0.0146
0.5555,0.1911
1.5685,-0.3747
0.17,-0.0471
2.0665,-0.3768
2.285,0.503
0.5405,0.1716
0.013,-0.0036
0.2795,-0.0364
2.2575,0.4211
1.064,0.87
1.1775,0.817
0.511,0.1343
0.488,0.108
1.2315,0.7386
1.582,-0.4249
1.105,0.8667
0.097,-0.0341
2.1025,-0.2197
1.164,0.8309
1.2125,0.7692
2.209,0.2443
0.143,-0.0443
0.296,-0.0313
1.12,0.861
1.6315,-0.602
1.691,-0.7808
1.475,-0.0052
2.1075,-0.1967
0.814,0.6057
1.955,-0.7794
1.8035,-0.9574
