x1,x2,y
0.26,-10.9484
0.753,-431.7197
4.236,272.1339
2.013,-324.0433
2.474,3.7511
3.063,2.3616
2.507,0.6098
2.348,13.3592
4.24,95.5572
4.609,383.0538
3.647,-78.8646
3.478,-350.9244
0.313,-40.4514
3.642,141.3689
4.214,267.2147
2.748,-12.0678
2.226,14.898
3.467,111.8476
2.24,-52.7859
4.744,444.0691
0.112,4.9151
4.675,396.9031
2.442,20.0652
4.918,463.6885
4.063,202.6991
4.398,260.9737
3.51,-99.6553
2.61,-16.8173
0.408,4.6689
1.398,-17.1607
0.98,-114.8341
2.921,50.8257
4.569,376.0346
2.091,11.2014
0.476,-34.2373
3.148,-297.2498
3.367,99.2782
3.816,173.5628
2.307,17.5795
0.719,2.9742
0.93,-407.4159
2.929,-108.342
4.719,434.2357
0.851,2.3375
3.587,120.136
1.564,-49.9708
4.284,179.7367
3.359,-307.3623
0.401,-196.4646
3.118,58.5803
